name,namex,category,price_elasticity,price_mean,impressions_mean,intercept,slope
"Refurbished Vizio 55 Class 4K (2160P) Smart LED Home Theater Display (M55-D0)""",177,"tv, 4k, television",-2.025872913,14.08187135,2.157449132,6.528166891,-0.310379043
Pioneer GM-D8601 Class D Mono Amplifier with Wired Bass Boost Remote,178,"car, speaker, subwoofer",-0.184363852,1.908270677,0.629695658,0.745788776,-0.060836819
Apple MD825AM/A Lightning to VGA Adapter for iPhones,179,"cable, tv, theater",-0.401300622,1.894736842,0.165902459,0.232479219,-0.035137734
Details About New Arris Surfboard 16x Cable Modem With Wifi Ac1900 Router (sbg6900ac),180,"networking, modem, router",0.122028627,2.186018527,26.7916998,23.52234546,1.495574852
"Magellan Roadmate 5322-LM 5 Touchscreen Portable GPS Navigation System""",181,"car, gps, dash",-0.259906127,3.710526316,0.57545775,0.725022745,-0.040308296
"SAMSUNG 40 Class FHD (1080P) Smart LED TV (UN40J5200AF)""",182,"tv, television, led",-0.401542726,18.53623073,0.067202331,0.094186938,-0.001455776
PMX840BT Bluetooth 8-Channel 800-Watt Powered Mixer with MP3,183,"microphone, musical, recording",-0.135661012,0.631578947,3.129382467,3.55391766,-0.672180721
"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",184,"car, speaker, subwoofer",-0.313552325,15.54385965,0.183573603,0.241133533,-0.003703065
Kicker 43CXA3001 600 Watt MONO Class D Power Car Audio Amplifier Amp CXA300.1,185,"car, speaker, subwoofer",0.099969851,4.72556391,0.286949283,0.258263006,0.006070445
Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,186,"speaker, audio",-0.83076389,1.789473684,0.065991903,0.120815593,-0.030636768
"Portable Bluetooth Wireless Speaker, Red",187,"speaker, audio",-0.319192999,23.42105263,0.184051037,0.242798839,-0.002508333
PyleHome - LCD Projector - Silver/White,188,"projector, presentation, screen",-0.255864997,2.210526316,0.609473684,0.765416667,-0.070545635
PowerShot G9 X Digital Camera Accessory Kit (Silver),189,"camera, shoot, point",-0.443387778,1.64439946,0.291418561,0.42062999,-0.078576667
PP999 Phono Preamplifier,190,"turntable, cd, audio",-0.348339609,7.964912281,0.275741077,0.371792616,-0.012059334
Razer Kraken Pro Gaming Headset Green,191,"headset, game, computer",0.43463645,0.116959064,13.03344164,7.368632839,48.43411522
JBL Clip2 Portable Speaker,192,"speaker, portable, bluetooth",-0.088121651,1.099687718,2.328128388,2.533286905,-0.186560706
SoundSport Wireless In-Ear Headphones (Black),193,"headphone, earbud, bluetooth",-0.114485208,0.171052632,0.710540781,0.79188719,-0.475563622
"Samsung - 55 Class - LED - Curved - Q7C Series - 2160p - Smart - 4K UHD TV with HDR""",194,"tv, television, led",-0.617408234,15.56229693,0.161399757,0.261049297,-0.006403267
450 Mbps 2.4/5GHz Wireless N Dual Band PCI Express Adapter,195,"networking, adapter, switch",-0.144792176,0.49122807,-0.103760756,-0.118784502,0.030584054
"Alpine - 5 x 7"" 2-Way Coaxial Car Speakers with Poly-Mica Cones (Pair) - Black""",196,"car, speaker, subwoofer",0.69348569,2.526315789,0.326341012,0.10002819,0.089582159
Linksys AC1900 Gigabit Range Extender/WiFi Booster/Repeater MU-MIMO (Max Stream RE7000),197,"networking, modem, router",2.013267883,13.40350877,0.254385965,-0.257761128,0.038209927
Pinnacle P1 High Fidelity Audiophile In-Ear Headphones,198,"headphone, earbud, bluetooth",1.099189652,0.701754386,-0.032073774,0.003181387,-0.050238604
Cobra - Radar and Laser Detector,199,"radar, detector, vehicle",0.133458869,0.254385965,1.175689223,1.018783069,0.616803503
Microsoft Surface Pro 4 Type Cover with Fingerprint ID,200,"keyboard, computer, mouse",-0.266666667,1.984962406,0.057956994,0.073412192,-0.007786142
"Power Acoustik Pmd-102x 10.1 Ceiling-Mount Swivel Monitor With DVD""",201,"car, gps, dash",-0.791218803,4.526315789,0.55056391,0.986180428,-0.096240859
"Samsung 24 Class HD (720P) LED TV (UN24H4500)""",202,"tv, television, led",2.345320988,28.70175439,0.174498747,-0.234756827,0.014258904
"LG - 65 Class - LED - SJ8500 Series - 2160p - Smart - 4K UHD TV with HDR""",203,"tv, 4k, television",0.674784564,13.99824561,0.3246643,0.105585842,0.015650422
"SAMSUNG 65 Class 4K (2160P) Ultra HD Smart QLED HDR TV QN65Q6FNAFXZA (2018 Model)""",204,"tv, television, led",-0.271352162,11.31216812,1.006735149,1.279914907,-0.024149195
Details About Optoma Hd142x Full Hd 10980p 3d Dlp Home Theater Projector,205,"projector, presentation, screen",-0.30089576,5.522556391,0.718119527,0.934198648,-0.039126648
Vizio 38 5.1 Sound Bar System - Black (sb3851-C0),206,"sound, speaker, home",-0.156624957,0.76790461,6.319023865,7.308740704,-1.288853884
V-MODA Crossfade Wireless Over-Ear Headphones - Phantom Chrome,207,headphone,-0.436218574,2.800501253,0.171829983,0.246785413,-0.026765005
e1659Fwu 16 Widescreen USB 3.1 Gen 1 Powered LED Backlit LCD Monitor,208,"monitor, computer",-0.301311318,5.331578947,0.461280482,0.600269512,-0.026069018
XB550AP EXTRA BASS Headphones (Black),209,headphone,0.495640408,1.212865497,0.24944966,0.125812329,0.101938205
Riing 12 LED 120mm Radiator Fan (Blue),210,"tablet, computer, ipad",-0.274493673,2.706766917,0.440722526,0.56169807,-0.044693743
Sony - RF995RK Wireless Over-the-Ear Headphones - Black,211,headphone,1.332458663,3.388843363,5.338681719,-1.774890985,2.099115227
Aeon 71.5 x 130.9 16:9 Fixed Frame Projection Screen with CineWhite Projection Surface,212,"screen, projector, projection",0.618141258,0.5,0.206159338,0.078723745,0.254871185
SRS-XB40 Bluetooth Speaker (Black),213,"speaker, bluetooth, mobile",-0.216042928,3.796365915,1.081069245,1.31462661,-0.0615213
XB80BS Extra Bass Sports In-Ear Bluetooth Headphones (Black),214,"headphone, earbud, bluetooth",-0.648292939,8.549820063,2.222538456,3.663394444,-0.168524715
"Atrend-Bbox 10 Dual Front-Fire Enclosure for Dodge Ram 19962002""",215,"car, speaker, subwoofer",-1.425531915,3.684210526,0.092763158,0.225,-0.035892857
"Polk Audio - 7 3-Way Floor Speaker (Each) - Cherry""",216,"speaker, audio",0.987030176,16.94736842,-0.049161681,-0.000637618,-0.002863221
Lumix DMC-G7 Mirrorless Micro Four Thirds Digital Camera with 14-42mm Lens and Accessory Kit (Black),217,"camera, mirrorless",-0.851858712,2.822325421,0.658782893,1.21997284,-0.198839561
CORSAIR - VENGEANCE LED Series 16GB (2PK 8GB) 3.0GHz DDR4 Desktop Memory with LED Lighting - Black,218,"memory, computer, component",-0.599169959,0.778195489,0.037859112,0.060543154,-0.029149542
Flexson - Wall Mount for Sonos PLAY:1 Speakers (2-Pack) - White,219,"mount, tv, stand",0.20833607,0.084795322,0.904015394,0.71567638,2.221101476
"Sony - 49 Class - LED - X900E Series - 2160p - Smart - 4K UHD TV with HDR""",220,"tv, television, led",-0.017033953,1.686134175,1.362875494,1.386090652,-0.013768274
Pioneer - 5.1-Ch. 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black,221,"receiver, amplifier, home",-0.09311357,3.535087719,1.076331299,1.176552349,-0.028350371
TL-SG108 8-Port 10/100/1000 Mbps Unmanaged Desktop Switch,222,"networking, adapter, switch",-0.583333333,3.131578947,0.833227769,1.319277301,-0.155209094
T92UWH Portable Tripod Screen (45x80),223,"screen, projector, projection",0.121543152,2.745614035,1.597399749,1.403246748,0.070713873
"PLAYBAR Wireless Soundbar, Wireless Speaker Pair, and Wireless Subwoofer Kit (White)",224,"sound, speaker, home",-0.05148411,0.005370569,3.524152394,3.705590245,-33.78372784
AVR-S730H 7.2-Channel Network A/V Receiver,225,"receiver, amplifier, home",0.249904575,1.345864662,0.417362685,0.313061841,0.077497276
StarTech.com - DVI Dual-Monitor USB 3.0 Docking Station - Black / Silver,226,"tablet, computer, ipad",3.092760925,4.973684211,0.102901484,-0.215348206,0.06398671
CORSAIR - Vengeance LPX 16GB (2PK x 8GB) 3.2 GHz DDR4 DRAM Desktop Memory Kit - Black,227,"memory, computer, component",0.604900798,1.523391813,0.529459064,0.209188854,0.210234956
PLAY:3 Wireless Speaker (Black),228,"wireless, speaker, audio",0.364490416,0.347953216,-0.116398286,-0.073972226,-0.121930357
Details About Razer Blackwidow Chroma V2,229,"keyboard, computer, mouse",0.032750181,1.754385965,0.814940366,0.788250922,0.015212983
"ELECTRIC125H Spectrum Motorized Projection Screen (61 x 109, 110V, 60Hz)",230,"screen, projector, projection",1.378075748,1.70877193,-0.040726817,0.015397822,-0.032845015
AfterShokz Trekz Titanium Wireless Headphones,231,headphone,-0.091640097,0.298245614,0.868772574,0.948386977,-0.266942411
"Sony 43 Class 4K UHD (2160P) Smart LED TV (XBR43X800E)""",232,"tv, television, led",-0.634097225,4.701754386,0.437177888,0.714391174,-0.058959542
Roll Bar Mount,233,"camera, camcorder, action",1.076531866,23.94736842,0.20081952,-0.015369093,0.009027656
AVR-X3400H 7.2-Channel Network A/V Receiver,234,"receiver, amplifier, home",-0.293208275,2.105263158,1.465204678,1.894814815,-0.204064815
"Samsung - 40 Class - LED - MU7000 Series - 2160p - Smart - 4K UHD TV with HDR""",235,"tv, television, led",-0.5184857,8.850202429,0.81589083,1.238918558,-0.04779865
Leviathan Elite Gaming Soundbar,236,"speaker, audio",-0.209644239,2.245614035,2.113758002,2.556895191,-0.197334529
SRS-XB40 Bluetooth Speaker (Blue),237,"speaker, bluetooth, mobile",-0.183150275,4.315789474,0.858980483,1.016302995,-0.036452777
"Sony - 2.1-Channel Soundbar System with 6.3 Wireless Subwoofer and Digital Amplifier - Black""",238,"sound, speaker, home",-0.129315571,2.698412698,1.50337013,1.697779296,-0.07204575
SRS-XB10 Bluetooth Speaker (White),239,"speaker, bluetooth, mobile",0.784528092,0.392134182,0.206289933,0.044449685,0.412716501
Samsung-3-Pack-Connect-Home-Smart-Wi-Fi-System-AC1300,240,"smart, home, automation",-0.129244136,1.210526316,0.650573768,0.734656613,-0.069459741
Alpha a7 Mirrorless Digital Camera with 28-70mm Lens and Battery Kit,241,"camera, mirrorless",-1.391300813,13.13828689,0.619231919,1.480769792,-0.065574597
"Power Acoustik LP-3CSC License Plate with 2 Backup Sensors and CCD Camera, Chrome",242,"car, gps, dash",-0.54344295,11.59210526,0.193128655,0.298083061,-0.009053956
My Cloud Expert Series EX4100 24TB 4-Bay NAS Server (4 x 6TB),243,"drive, storage, hard",0.990916045,0.140350877,0.424707602,0.003858025,2.998553241
BC 30 Wireless Backup Camera with Car Adapter Power Cable,244,"car, gps, dash",0.355321355,1.719298246,0.413032581,0.266273285,0.085359999
V-MODA XS On-Ear Folding Design Noise-Isolating Metal Headphone (Matte Black Metal),245,headphone,-0.282825801,1.701754386,0.842951244,1.081359604,-0.140095634
ECOXGEAR - ECOSTONE Bluetooth Waterproof Speaker - Blue,246,"speaker, audio",-1.477140644,2.618421053,0.081265324,0.201305637,-0.045844542
Single DIN Head Unit Receiver - In-Dash Car Stereo with 7” Multi-Color Touchscreen Display - Audio Video System with Bluetooth for Wireless Music Streaming & Hands-free Calling - Pyle PLTS78DUB,247,"car, gps, dash",-0.579009133,10.42105263,0.62241618,0.982800833,-0.034582366
Pioneer 200W 4x6 Inch 3 Way 4 Ohms Coaxial Car Audio Speakers Pair | TS-A4676R,248,"car, speaker, subwoofer",1.201616386,0.589473684,0.574481659,-0.115824916,1.171055796
CORSAIR M65 Pro RGB - FPS Gaming Mouse - 12,249,"mouse, keyboard",-0.643086507,1.140350877,0.135280608,0.222277742,-0.076289794
Seagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver,250,"drive, storage, hard",-0.133690917,0.317982456,0.594095274,0.673520415,-0.249778377
Sony SRSHG1/BLK Hi-Res Wireless Speaker- Charcoal black,251,"speaker, bluetooth, mobile",-0.605268354,6.140350877,0.127943449,0.205383569,-0.012611677
"Samsung - 65 Class - LED - MU6290 Series - 2160p - Smart - 4K Ultra HD TV with HDR""",252,"tv, television, led",-0.258182743,2.610087719,0.154266007,0.194094828,-0.015259572
VXi - BlueParrott B450-XT Bluetooth Headset - Black,253,"phone, cell",-0.9,8.052631579,0.026315789,0.05,-0.002941176
"D3400 DSLR Camera with 18-55mm and 70-300mm Lenses (Red, Refurbished)",254,"camera, mirrorless",-0.582544244,9.073099415,0.26001887,0.411491365,-0.01669468
AVR-S530BT 5.2-Channel A/V Receiver,255,"receiver, amplifier, home",0.584737582,1.368421053,1.309774436,0.5439001,0.5596774
HT-NT5 400W 2.1-Channel Soundbar System,256,"sound, speaker, home",-0.080588475,3.785135917,0.555748273,0.600535179,-0.011832311
Sony Premium Noise Cancelling,257,"headphone, earbud, bluetooth",-1.113759706,18.50438596,0.782300341,1.653594939,-0.047085842
Cyber-shot DSC-RX100 V Digital Camera,258,"camera, shoot, point",-0.231229281,0.726315789,2.357042571,2.90205983,-0.750386081
Grace Digital - 100W 2.0-Ch. Amplifier - Black,259,"receiver, amplifier, home",-2.00435102,7.280701754,-0.064859225,-0.194859878,0.017855511
SRS-ZR7 Wireless Speaker,260,"wireless, speaker, audio",-0.636134374,7.148245614,0.562336193,0.920057575,-0.050043242
Cyber-shot DSC-WX350 Digital Camera Deluxe Kit (Black),261,"camera, shoot, point",0.279413663,0.869556244,5.662995238,4.080676994,1.81968476
Sony MDR-1000X/C Wireless Bluetooth Noise Cancelling Hi-Fi Headphones (Certified Refurbished),262,"headphone, earbud, bluetooth",-0.254699296,3.144736842,0.169520392,0.212697116,-0.013729837
Dell USB 3.0 Ultra HD/4K Triple Display Docking Station (D3100),263,"tablet, computer, ipad",-0.285105108,1.331578947,0.259641625,0.333666779,-0.055592013
22 Widescreen Full HD 1080p LED Monitor,264,"monitor, computer",1.177589581,1.108646617,0.568913919,-0.101033185,0.604292742
"KICKER - 6.5 2-Way Full-Range Speakers (Pair) - White""",265,"speaker, audio",-0.225302672,0.948245614,0.770900572,0.94458653,-0.183165581
JBL Cinema SB350 Soundbar System,266,"sound, speaker, home",0.944644305,0.907894737,0.386434837,0.021391369,0.402076863
SiriusXM Commander Touch Full-Color,267,"radio, portable, satellite",-0.477067116,2.105263158,0.397076023,0.586507937,-0.089980159
"Samsung - 32 Class (31.5"" Diag.) - LED - 720p - Smart - HDTV""",268,"tv, television, led",1.234595245,1.391541353,0.159811135,-0.037490932,0.141786708
"Refurbished LG 65 Class 4K (2160P) Smart LED TV (65UJ7700)""",269,"tv, 4k, television",-0.494842337,1.876194797,0.104565776,0.156309349,-0.027578998
7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,270,"receiver, amplifier, home",-0.117647059,5.473684211,-0.096365915,-0.107703081,0.002071213
Samsung - Fast Charge Wireless Charger - Black,271,"power, battery, cell",-2.8,8.105263158,0.2,0.76,-0.069090909
"Sony - Core Series Dual 5 3-Way Floorstanding Speaker (Each) - Black""",272,"speaker, audio",0.109112231,0.329323308,1.902883437,1.69525558,0.63046815
PNY - NVIDIA GeForce GTX 1060 6GB GDDR5 PCI Express 3.0 Graphics Card - Black,273,"graphic, card, computer",-0.1875,3,-0.085295476,-0.101288377,0.005330967
Escort Solo S3 Cordless Radar Detector,274,"radar, detector, vehicle",0.079488162,10.68421053,0.125725152,0.115731491,0.000935367
Pioneer Elite VSX-LX101 7.2 Channel Networked AV Receiver with Built-In Bluetooth _ Wi-Fi Black,275,"receiver, amplifier, home",-0.291745716,4.263157895,0.231937499,0.299604271,-0.015872453
"Kenwood - 6.5 2-Way Marine Speakers with Polypropylene Cones (Pair) - Black""",276,"car, speaker, subwoofer",-0.501062995,3.333333333,1.66085939,2.49305457,-0.249658554
Sandisk Flash Mp3 Player 8gb - Pink (sdmx24008p),277,"player, ipod",-0.620423088,2.693620415,0.521577149,0.845175654,-0.120135155
"LG - 55 Class - LED - UJ7700 Series - 2160p - Smart - 4K UHD TV with HDR""",278,"tv, 4k, television",-3.408314543,34.51578947,0.166666667,0.734719091,-0.016457755
"Pyle BT Vintage Style Turntable with AM/FM Radio, CD _ Cassette Players, USB Flash Recording _ Slide-Out /MP3 Dock",279,"turntable, cd, audio",0.162641471,2.052631579,0.356998557,0.298935786,0.028286991
Turtle Beach - EAR FORCE Stealth 450 Over-the-Ear Wireless Gaming Headset for PC - Black/Red,280,"headset, game, computer",-0.987343054,10.47368421,0.052631579,0.104597003,-0.004961523
New OEM Braven LUX Pearl Portable HD Wireless Bluetooth Speaker Power Bank,281,"speaker, portable, bluetooth",-0.357142857,9.210526316,0.02119883,0.028769841,-0.000821995
Cerwin Vega - SL Series 2-Way Center-Channel Loudspeaker - Black,282,"speaker, center, channel",-0.339495277,3.368421053,1.385341559,1.855658476,-0.139625335
Toshiba - 2TB Internal SATA Hard Drive for Desktops,283,"drive, storage, hard",-1.006009229,1.897368421,0.606273706,1.216190649,-0.321454145
Russound - 2-Way Outdoor Rock Loudspeaker (Each) - Gray Granite,284,"speaker, audio",1.532950146,3.078947368,-0.03874862,0.020651083,-0.019292211
"Power Acoustik - MOFO 15.50 1700 W Woofer - Royal Blue""",285,"car, speaker, subwoofer",-0.451609656,0.789473684,0.540088248,0.783997316,-0.308951486
Details About Seagate Expansion 1tb External Usb 3.0 Portable Hard Drive Black,286,"drive, storage, hard",-0.232505623,1.059210526,0.523874649,0.645678451,-0.114994894
Sony HTST9 Soundbar with Wireless Subwoofer Bluetooth and Google Cast,287,"sound, speaker, home",-0.186080742,0.98245614,0.319223192,0.37862448,-0.060462026
"Russound - Acclaim 5 Series 5-1/4 2-Way Indoor/Outdoor Speakers (Pair) - White""",288,"speaker, audio",-1.89157546,2.105263158,0.020843776,0.060271351,-0.018728098
"Samsung - 65 Class - LED - MU7000 Series - 2160p - Smart - 4K UHD TV with HDR""",289,"tv, 4k, television",-0.397476951,14.00092336,1.434806911,2.005109587,-0.040733219
NETGEAR - AC600 Dual-Band WiFi USB Mini Adapter - Black,290,"networking, adapter, switch",2.091525109,9.656578947,-0.049283758,0.05379446,-0.010674403
VS278Q-P 27 16:9 LCD Monitor,291,"monitor, computer",-0.161155909,1.5,0.282606516,0.328150226,-0.030362473
Apple iPod Touch,292,"player, ipod",-0.290812399,0.771929825,0.684035279,0.88296122,-0.257699514
WD - My Book 6TB External USB 3.0 Hard Drive - Black,293,"drive, storage, hard",-0.117647059,2.105263158,0.052631579,0.058823529,-0.002941176
Samsung SNH-P6410BN SmartCam HD Pro 1080p WiFi IP Camera,294,"security, surveillance, camera",-1.218077733,7.578947368,0.081342058,0.180423008,-0.013073181
VG939SM 19 Ergonomic LED LCD Multimedia Display,295,"monitor, computer",-0.137612124,2.828947368,1.078952394,1.227429325,-0.052484868
"Hisense 65 Class 4K(2160p) Smart LED TV (65H9PLUS)""",296,"tv, television, led",9.666803559,2.723684211,-0.004817757,0.041754551,-0.017099011
Details About Microsoft Surface Pen Stylus W/ Tip Kit For Surface Pro 3,297,"tablet, computer, ipad",-0.311206737,0.947368421,0.339727305,0.445452731,-0.111599061
Zoom - H1 Handy Recorder - Black,298,"microphone, musical, recording",-0.436116072,12.36842105,0.898667937,1.290591468,-0.031687434
Sanus - Speaker Stands (Pair) - Black,299,"mount, tv, stand",-0.424675518,3.578947368,0.324551764,0.462380952,-0.038511097
"Refurbished TCL 49 Class 4K (2160P) Roku Smart LED TV (49S405)""",300,"tv, television, led",0.42381946,3.596491228,1.44646098,0.833422668,0.170454555
Samsung UN55KS8500 Curved 55-Inch 4K Ultra HD Smart LED TV (2016 Model),301,"tv, 4k, television",0.158147846,0.216775705,1.384323079,1.165395366,1.009927349
Sony MDRXB950N1 Headphones Bluetooth Noise Cancel Extra Bass Blk MDR-XB950N1 #95,302,"headphone, earbud, bluetooth",0.070749936,0.953007519,0.222689333,0.206934077,0.016532143
"Sharp Aquos N7000 65 Class 4K Ultra WiFi Smart LED HDTV""",303,"tv, 4k, television",-0.089750034,1.929824561,0.611314655,0.666180165,-0.02843031
"Pioneer - Andrew Jones Soundbar System with 6-1/2 Wireless Subwoofer - Black""",304,"sound, speaker, home",-0.728344103,1.210526316,0.083479022,0.144280476,-0.050227288
PDWM1904 Single-Channel Wireless System with Headset Lavalier Microphones,305,"microphone, musical, recording",-0.231835179,3.473684211,0.314811315,0.387795653,-0.021010643
Details About Evga Nvidia Geforce Gtx 1080 Sc Gaming 8gb Gddr5x Pci Express 3.0 Graphics ...,306,"graphic, card, computer",-5.333333333,16,0.026315789,0.166666667,-0.00877193
"Hisense - 55 Class - LED - H8 Series - 2160p - Smart - 4K UHD TV with HDR""",307,"tv, 4k, television",-0.491985987,3.672932331,0.347288676,0.518149838,-0.046519006
Samsung Galaxy Tab E Lite 7 8gb White - Sm-T113nykaxar,308,"tablet, computer, ipad",-1.024480746,12.58200728,0.130894641,0.26499368,-0.010658
Details About Zmodo Greet Wifi Video Doorbell W/ Zmodo Beam Smart Home Hub And Wifi Extender,309,"security, surveillance, camera",-0.830584245,6.315789474,0.145906433,0.267094017,-0.019188034
CD Recorder Cassette and Turntable BLACK,310,"turntable, cd, audio",0.474342472,9.447368421,0.236144338,0.124131049,0.01185656
Sony STRDN1070 7.2-channel AV Receiver w/ Bluetooth,311,"receiver, amplifier, home",-0.115757463,1.315789474,0.769017094,0.858036562,-0.067654796
Acer 15.6 Chromebook CB5-571-C4G4,312,"laptop, computer",0.148557112,2.894736842,0.620997803,0.528744163,0.031869439
Virgin Mobile - LG Stylo™ 3 4G LTE with 16GB Memory Prepaid Cell Phone - Gray,313,"phone, cell",-0.162900749,0.421052632,0.866574331,1.007739938,-0.335268318
Seagate - SkyHawk Surveillance HDD 6TB Internal SATA Hard Drive for Desktops,314,"drive, storage, hard",-1.150430576,3.157894737,0.060027461,0.129084888,-0.021868185
"HP 15-AY103DX 15.6 Touchscreen Touch Screen HD Laptop Notebook PC Computer 7th Gen i5-7200U Kaby Lake 8GB Memory 1TB HDD Hard Drive Windows 10""",315,"laptop, computer",-0.727272727,8,0.610397884,1.054323618,-0.055490717
Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,316,"sound, speaker, home",-0.637155722,2.84664787,1.049446009,1.718106538,-0.234894009
inactive,317,"flash, camera",-0.1875,0.852631579,0.074250806,0.088172832,-0.016328302
Viper 7153V 1-Way 5-Button SuperCode Replacement Remote for 5701,318,"remote, control, tv",-0.98292242,22.16842105,0.200694919,0.397962455,-0.008898583
Refurbished Jaybird F5-S-B Freedom F5 In-Ear Wireless Headphones - Carbon,319,"headphone, earbud, bluetooth",-1.034603186,30.26466165,0.687276943,1.398335857,-0.023494692
"Asus Zenbook Ux303uadh51t 13.3 Fhd Touchscreen Core I56200u 8gb 256gb""",320,"laptop, computer",-1.059960842,0.184210526,-0.055311891,-0.113940329,0.318268665
"LG - 28 Class (27.5"" Diag.) - LED - 720p - HDTV""",321,"tv, television, led",-0.117113774,1.236842105,-0.008931419,-0.009977412,0.000845696
ZTE Warp Elite No Contract Phone - Retail Packaging - Boost,322,"phone, cell",-3.390934844,18,0.038011696,0.16690688,-0.007160844
"Samsung - 55 Class - LED - Curved - MU6490 Series - 2160p - Smart - 4K Ultra HD TV with HDR""",323,"tv, television, led",1.147345104,3.052631579,1.045069584,-0.153985886,0.392794033
Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),324,"turntable, cd, audio",0.814745894,28.10566188,0.183365038,0.033969126,0.005315509
SP-FS52 Andrew Jones Designed Floorstanding Loudspeaker,325,"speaker, audio",-0.377007133,2.807017544,0.113401281,0.156154373,-0.015230789
"Alienware - R3 17.3 Laptop - Intel Core i7 - 16GB Memory - 1TB Hard Drive + 256GB Solid State Drive - Epic Silver""",326,"laptop, computer",1.099182475,0.368421053,2.068771294,-0.205185856,6.172169408
LG Electronics OLED65C6P Curved 65-Inch 4K Ultra HD Smart OLED TV (2016 Model),327,"tv, 4k, television",-0.304292334,0.572368421,0.158827227,0.207157135,-0.084438459
BRAVEN BRV-HD Wireless Bluetooth Speaker [28 Hour Playtime][Water Resistant] Built-In 8800 mAh Power Bank Charger - Black,328,"speaker, portable, bluetooth",1,34.21052632,-0.050877193,-2.08E-17,-0.001487179
"Sony - Core Series 10 115W Active Subwoofer - Black""",329,"speaker, subwoofer, separate",-0.241307749,2.795989975,1.609298242,1.997634379,-0.138890389
P-Series 55-Class UHD SmartCast LED Home Theater Display,330,"tv, 4k, television",2.570971906,3.618421053,0.071275216,-0.111971362,0.050642691
Sennheiser Momentum 2.0 for Samsung Galaxy - Black,331,headphone,0.478588177,9.394736842,0.217647059,0.11348375,0.011087411
Pioneer - 5.1-Ch. Network-Ready 4K Ultra HD and 3D Pass-Through HDR Compatible A/V Home Theater Receiver - Black,332,"receiver, amplifier, home",-0.174109772,2.631578947,0.965505702,1.133609679,-0.063879511
"Samsung 64GB PRO+ microSDHC Card with Adapter, MB-MD64DA/AM",333,"card, memory, camera",4.653846154,19.84210526,0.028508772,-0.104166667,0.006686561
CORSAIR K70 RGB RAPIDFIRE Mechanical Gaming Keyboard - USB Passthrough and Media Controls - Fastest and Linear - Cherry MX Speed - RGB LED Backlit,334,"keyboard, computer, mouse",-0.18662305,3.214912281,0.799135998,0.948273195,-0.046389196
HP ENVY 34-b010 34-inch Curved All-in-One Computer (Intel Core i7-7700T,335,desktop,0.055446355,0.219298246,0.092780027,0.087635713,0.023458073
Universal Projector Mount with 3 Extension Column,336,"projector, presentation, screen",-2.064333862,1.995614035,-0.027296311,-0.08364501,0.028236271
Canary-Moble-phone-compatible-Digital-Wireless-Indoor-Security-Camera-with-Night-Vision,337,"security, surveillance, camera",-0.583333333,6.447368421,-0.110157469,-0.174415993,0.009966628
Details About Evga Nvidia Geforce Gtx 1060 Ssc Gaming 6gb Gddr5 Pci Express 3.0 Graphics ...,338,"graphic, card, computer",-0.133174531,2,3.535795133,4.006672992,-0.235438929
HT-CT790 330W 2.1-Channel Soundbar System,339,"sound, speaker, home",-0.173635468,7.131578947,0.688721682,0.808308193,-0.016768588
Samsung - Adaptive Fast Charging Wall Charger - White,340,"power, battery, cell",0.461617391,2.333333333,1.04795288,0.564199606,0.207322832
"RCA Indoor Digital TV Antenna, Amplified, 40-Mile Range",341,"tv, streaming, medium",0.523712737,0.368421053,0.191812865,0.091358025,0.272663139
P101 Ceiling Projector Mount (White),342,"projector, presentation, screen",-1.13301111,3.006911217,0.113343674,0.241763316,-0.042708159
Details About Sylvania Dual Portable Dvd Player W/ 9inch Widescreen Led Display Refurbished,343,"player, ipod",-0.071361372,0.197368421,1.171626794,1.25523569,-0.423618406
VIZIO M-Series 70” SmartCast 2160p 4K XHDR Plus XLED Plus Display (M70-D3),344,"tv, television, led",-285.0010317,4.92202729,0.000241429,0.069049018,-0.013979522
LG - MiniBeam PH550 720p DLP Projector - White,345,"projector, presentation, screen",-0.583333333,1.75,0.23929141,0.378878066,-0.079763803
Sony - 1155W 7.2-Ch. Hi-Res Network-Ready 4K Ultra HD and 3D Pass-Through HDR Compatible A/V Home Theater Receiver - Black,346,"receiver, amplifier, home",-0.216285345,2.013157895,1.071366235,1.303087051,-0.115103151
Seagate Backup Plus Hub 8TB External Desktop Hard Drive Storage + 2mo Adobe CC Photography (STEL8000100),347,"drive, storage, hard",-0.194028953,1,0.320960164,0.383235729,-0.062275565
Braven BRV-BLADE Wireless Portable Bluetooth Speaker [22 Hour Playtime][Waterproof] 4000 mAh Power Bank Charger - Black,348,"speaker, portable, bluetooth",1.017392423,19.05263158,-0.057017544,0.000991673,-0.003044683
Sherwood - 400W 4.0-Ch. Stereo Receiver - Black,349,"receiver, amplifier, home",-2.14973262,0.8,-0.014473684,-0.045588235,0.038893189
